RawFile	Plate	Position	RunOrder	SampleNo	Condition
LFQ intensity 317_S322-1015907922-P1-A2	P01	A02	1	1015907922	2
LFQ intensity 317_S322-1015922824-P1-A3	P01	A03	2	1015922824	2
LFQ intensity 317_S322-1014397984-P1-A4	P01	A04	3	1014397984	1
LFQ intensity 317_S322-1015631584-P1-A5	P01	A05	4	1015631584	4
LFQ intensity 317_S322-1015628697-P1-A6	P01	A06	5	1015628697	3
LFQ intensity 317_S322-1015627643-P1-A7	P01	A07	6	1015627643	3
LFQ intensity 317_S322-1015923933-P1-A8	P01	A08	7	1015923933	3
LFQ intensity 317_S322-1015910361-P1-A9	P01	A09	8	1015910361	3
LFQ intensity 317_S322-1014398035-P1-A10	P01	A10	9	1014398035	1
LFQ intensity 317_S322-1015623353-P1-A11	P01	A11	10	1015623353	1
LFQ intensity 317_S322-1015908427-P1-A12	P01	A12	11	1015908427	1
LFQ intensity 317_S322-1014401853-P1-B1	P01	B01	12	1014401853	3
LFQ intensity 317_S322-1014401680-P1-B2	P01	B02	13	1014401680	1
LFQ intensity 317_S322-1014402050-P1-B3	P01	B03	14	1014402050	2
LFQ intensity 317_S322-1015903238-P1-B4	P01	B04	15	1015903238	1
LFQ intensity 317_S322-1014402779-P1-B6	P01	B06	16	1014402779	3
LFQ intensity 317_S322-1015624503-P1-B7	P01	B07	17	1015624503	2
LFQ intensity 317_S322-1015628677-P1-B8	P01	B08	18	1015628677	1
LFQ intensity 317_S322-1015923928-P1-B9	P01	B09	19	1015923928	2
LFQ intensity 317_S322-1014402097-P1-B11	P01	B11	20	1014402097	3
LFQ intensity 317_S322-1015914199-P1-B12	P01	B12	21	1015914199	Pool1
LFQ intensity 317_S322-1015627601-P1-C1	P01	C01	22	1015627601	3
LFQ intensity 317_S322-1015923976-P1-C2	P01	C02	23	1015923976	1
LFQ intensity 317_S322-1015908375-P1-C3	P01	C03	24	1015908375	1
LFQ intensity 317_S322-1015624848-P1-C4	P01	C04	25	1015624848	1
LFQ intensity 317_S322-1014579484-P1-C6	P01	C06	26	1014579484	1
LFQ intensity 317_S322-1014396490-P1-C7	P01	C07	27	1014396490	1
LFQ intensity 317_S322-1014402778-P1-C8	P01	C08	28	1014402778	2
LFQ intensity 317_S322-1015923902-P1-C9	P01	C09	29	1015923902	4
LFQ intensity 317_S322-1015627585-P1-C10	P01	C10	30	1015627585	1
LFQ intensity 317_S322-1015635794-P1-C11	P01	C11	31	1015635794	1
LFQ intensity 317_S322-1015922896-P1-C12	P01	C12	32	1015922896	2
LFQ intensity 317_S322-1014579486-P1-D1	P01	D01	33	1014579486	3
LFQ intensity 317_S322-1015908728-P1-D2	P01	D02	34	1015908728	4
LFQ intensity 317_S322-1015923929-P1-D3	P01	D03	35	1015923929	3
LFQ intensity 317_S322-1015628629-P1-D4	P01	D04	36	1015628629	1
LFQ intensity 317_S322-1014395989-P1-D5	P01	D05	37	1014395989	1
LFQ intensity 317_S322-1014395165-P1-D6	P01	D06	38	1014395165	2
LFQ intensity 317_S322-1015907958-P1-D7	P01	D07	39	1015907958	3
LFQ intensity 317_S322-1015627595-P1-D8	P01	D08	40	1015627595	2
LFQ intensity 317_S322-1014394977-P1-D9	P01	D09	41	1014394977	3
LFQ intensity 317_S322-1015923859-P1-D10	P01	D10	42	1015923859	2
LFQ intensity 317_S322-1015907953-P1-D11	P01	D11	43	1015907953	2
LFQ intensity 317_S322-1015639831-P1-D12	P01	D12	44	1015639831	Pool2
LFQ intensity 317_S322-1015922791-P1-E1	P01	E01	45	1015922791	2
LFQ intensity 317_S322-1014395892-P1-E2	P01	E02	46	1014395892	3
LFQ intensity 317_S322-1015622331-P1-E3	P01	E03	47	1015622331	3
LFQ intensity 317_S322-1015908662-P1-E4	P01	E04	48	1015908662	2
LFQ intensity 317_S322-1014396040-P1-E5	P01	E05	49	1014396040	2
LFQ intensity 317_S322-1015629263-P1-E6	P01	E06	50	1015629263	3
LFQ intensity 317_S322-1015624724-P1-E7	P01	E07	51	1015624724	1
LFQ intensity 317_S322-1015635740-P1-E8	P01	E08	52	1015635740	1
LFQ intensity 317_S322-1015629210-P1-E10	P01	E10	53	1015629210	3
LFQ intensity 317_S322-1015631668-P1-E12	P01	E12	54	1015631668	2
LFQ intensity 317_S322-1014394979-P1-F1	P01	F01	55	1014394979	2
LFQ intensity 317_S322-1015634832-P1-F2	P01	F02	56	1015634832	2
LFQ intensity 317_S322-1014395916-P1-F3	P01	F03	57	1014395916	3
LFQ intensity 317_S322-1015627641-P1-F4	P01	F04	58	1015627641	1
LFQ intensity 317_S322-1015908039-P1-F5	P01	F05	59	1015908039	1
LFQ intensity 317_S322-1025595206-P1-F6	P01	F06	60	1025595206	
LFQ intensity 317_S322-1015922784-P1-F7	P01	F07	61	1015922784	2
LFQ intensity 317_S322-1014396958-P1-F8	P01	F08	62	1014396958	2
LFQ intensity 317_S322-1015622288-P1-F9	P01	F09	63	1015622288	1
LFQ intensity 317_S322-1015622354-P1-F10	P01	F10	64	1015622354	2
LFQ intensity 317_S322-1014401880-P1-F11	P01	F11	65	1014401880	3
LFQ intensity 317_S322-1015914207-P1-F12	P01	F12	66	1015914207	Pool1
LFQ intensity 317_S322-1015927125-P1-G1	P01	G01	67	1015927125	3
LFQ intensity 317_S322-1015627922-P1-G3	P01	G03	68	1015627922	3
LFQ intensity 317_S322-1015635790-P1-G4	P01	G04	69	1015635790	1
LFQ intensity 317_S322-1014397981-P1-G5	P01	G05	70	1014397981	3
LFQ intensity 317_S322-1015907992-P1-G6	P01	G06	71	1015907992	4
LFQ intensity 317_S322-1014396970-P1-G7	P01	G07	72	1014396970	3
LFQ intensity 317_S322-1014402751-P1-G8	P01	G08	73	1014402751	2
LFQ intensity 317_S322-1015629244-P1-G9	P01	G09	74	1015629244	3
LFQ intensity 317_S322-1015922914-P1-G11	P01	G11	75	1015922914	4
LFQ intensity 317_S322-1015627647-P1-G12	P01	G12	76	1015627647	4
LFQ intensity 317_S322-1014396034-P1-H1	P01	H01	77	1014396034	2
LFQ intensity 317_S322-1015908723-P1-H2	P01	H02	78	1015908723	3
LFQ intensity 317_S322-1015623515-P1-H3	P01	H03	79	1015623515	1
LFQ intensity 317_S322-1015624728-P1-H4	P01	H04	80	1015624728	2
LFQ intensity 317_S322-1015629280-P1-H5	P01	H05	81	1015629280	1
LFQ intensity 317_S322-1015922892-P1-H6	P01	H06	82	1015922892	1
LFQ intensity 317_S322-1015624747-P1-H7	P01	H07	83	1015624747	2
LFQ intensity 317_S322-1015907908-P1-H8	P01	H08	84	1015907908	2
LFQ intensity 317_S322-1014579503-P1-H9	P01	H09	85	1014579503	2
LFQ intensity 317_S322-1015634785-P1-H10	P01	H10	86	1015634785	3
LFQ intensity 317_S322-1015627599-P1-H11	P01	H11	87	1015627599	1
LFQ intensity 317_S322-1015639839-P1-H12	P01	H12	88	1015639839	Pool2
LFQ intensity 317_S322-1014402135-P2-A1	P02	A01	89	1014402135	1
LFQ intensity 317_S322-1014395889-P2-A2	P02	A02	90	1014395889	3
LFQ intensity 317_S322-1015908035-P2-A3	P02	A03	91	1015908035	3
LFQ intensity 317_S322-1015624760-P2-A4	P02	A04	92	1015624760	3
LFQ intensity 317_S322-1015624762-P2-A5	P02	A05	93	1015624762	2
LFQ intensity 317_S322-1015627638-P2-A6	P02	A06	94	1015627638	1
LFQ intensity 317_S322-1015925144-P2-A7	P02	A07	95	1015925144	1
LFQ intensity 317_S322-1015634880-P2-A8	P02	A08	96	1015634880	2
LFQ intensity 317_S322-1015908691-P2-A9	P02	A09	97	1015908691	1
LFQ intensity 317_S322-1015621820-P2-A10	P02	A10	98	1015621820	1
LFQ intensity 317_S322-1014402719-P2-A11	P02	A11	99	1014402719	3
LFQ intensity 317_S322-1015908385-P2-A12	P02	A12	100	1015908385	3
LFQ intensity 317_S322-1015903195-P2-B1	P02	B01	101	1015903195	2
LFQ intensity 317_S322-1015908892-P2-B2	P02	B02	102	1015908892	3
LFQ intensity 317_S322-1015908368-P2-B3	P02	B03	103	1015908368	2
LFQ intensity 317_S322-1015635742-P2-B4	P02	B04	104	1015635742	3
LFQ intensity 317_S322-1015635770-P2-B5	P02	B05	105	1015635770	3
LFQ intensity 317_S322-1014396043-P2-B6	P02	B06	106	1014396043	2
LFQ intensity 317_S322-1015922810-P2-B7	P02	B07	107	1015922810	1
LFQ intensity 317_S322-1015908685-P2-B8	P02	B08	108	1015908685	2
LFQ intensity 317_S322-1015922842-P2-B9	P02	B09	109	1015922842	3
LFQ intensity 317_S322-1015627666-P2-B10	P02	B10	110	1015627666	3
LFQ intensity 317_S322-1015914196-P2-B12	P02	B12	111	1015914196	Pool1
LFQ intensity 317_S322-1014401886-P2-C1	P02	C01	112	1014401886	3
LFQ intensity 317_S322-1015628641-P2-C2	P02	C02	113	1015628641	1
LFQ intensity 317_S322-1015622076-P2-C3	P02	C03	114	1015622076	2
LFQ intensity 317_S322-1015623288-P2-C4	P02	C04	115	1015623288	2
LFQ intensity 317_S322-1014396504-P2-C5	P02	C05	116	1014396504	1
LFQ intensity 317_S322-1015908105-P2-C6	P02	C06	117	1015908105	1
LFQ intensity 317_S322-1014402163-P2-C7	P02	C07	118	1014402163	3
LFQ intensity 317_S322-1015627580-P2-C8	P02	C08	119	1015627580	4
LFQ intensity 317_S322-1015629054-P2-C9	P02	C09	120	1015629054	2
LFQ intensity 317_S322-1015922866-P2-C10	P02	C10	121	1015922866	4
LFQ intensity 317_S322-1015922895-P2-C11	P02	C11	122	1015922895	1
LFQ intensity 317_S322-1015631471-P2-C12	P02	C12	123	1015631471	2
LFQ intensity 317_S322-1015908398-P2-D1	P02	D01	124	1015908398	3
LFQ intensity 317_S322-1014395987-P2-D2	P02	D02	125	1014395987	2
LFQ intensity 317_S322-1015907917-P2-D3	P02	D03	126	1015907917	1
LFQ intensity 317_S322-1014401858-P2-D4	P02	D04	127	1014401858	2
LFQ intensity 317_S322-1015922874-P2-D5	P02	D05	128	1015922874	4
LFQ intensity 317_S322-1015628549-P2-D6	P02	D06	129	1015628549	2
LFQ intensity 317_S322-1015627624-P2-D7	P02	D07	130	1015627624	2
LFQ intensity 317_S322-1014396525-P2-D8	P02	D08	131	1014396525	1
LFQ intensity 317_S322-1014579497-P2-D9	P02	D09	132	1014579497	2
LFQ intensity 317_S322-1015622353-P2-D10	P02	D10	133	1015622353	1
LFQ intensity 317_S322-1015908433-P2-D11	P02	D11	134	1015908433	3
LFQ intensity 317_S322-1015640247-P2-D12	P02	D12	135	1015640247	Pool2
LFQ intensity 317_S322-1015908389-P2-E1	P02	E01	136	1015908389	1
LFQ intensity 317_S322-1015922893-P2-E2	P02	E02	137	1015922893	2
LFQ intensity 317_S322-1015634878-P2-E3	P02	E03	138	1015634878	3
LFQ intensity 317_S322-1015637755-P2-E4	P02	E04	139	1015637755	1
LFQ intensity 317_S322-1015922898-P2-E5	P02	E05	140	1015922898	4
LFQ intensity 317_S322-1015634797-P2-E6	P02	E06	141	1015634797	3
LFQ intensity 317_S322-1015922811-P2-E7	P02	E07	142	1015922811	2
LFQ intensity 317_S322-1015908055-P2-E8	P02	E08	143	1015908055	2
LFQ intensity 317_S322-1015623324-P2-E9	P02	E09	144	1015623324	2
LFQ intensity 317_S322-1014579512-P2-E10	P02	E10	145	1014579512	1
LFQ intensity 317_S322-1014395895-P2-E11	P02	E11	146	1014395895	3
LFQ intensity 317_S322-1015627588-P2-E12	P02	E12	147	1015627588	4
LFQ intensity 317_S322-1015624546-P2-F1	P02	F01	148	1015624546	1
LFQ intensity 317_S322-1015635782-P2-F2	P02	F02	149	1015635782	3
LFQ intensity 317_S322-1015908665-P2-F3	P02	F03	150	1015908665	1
LFQ intensity 317_S322-1014402781-P2-F4	P02	F04	151	1014402781	2
LFQ intensity 317_S322-1025595615-P2-F5	P02	F05	152	1025595615	
LFQ intensity 317_S322-1014402767-P2-F6	P02	F06	153	1014402767	1
LFQ intensity 317_S322-1015908390-P2-F7	P02	F07	154	1015908390	2
LFQ intensity 317_S322-1015629237-P2-F8	P02	F08	155	1015629237	2
LFQ intensity 317_S322-1015922819-P2-F9	P02	F09	156	1015922819	3
LFQ intensity 317_S322-1015907999-P2-F10	P02	F10	157	1015907999	3
LFQ intensity 317_S322-1014402145-P2-F11	P02	F11	158	1014402145	3
LFQ intensity 317_S322-1015914204-P2-F12	P02	F12	159	1015914204	Pool1
LFQ intensity 317_S322-1015629508-P2-G1	P02	G01	160	1015629508	1
LFQ intensity 317_S322-1015922880-P2-G2	P02	G02	161	1015922880	2
LFQ intensity 317_S322-1015907920-P2-G3	P02	G03	162	1015907920	4
LFQ intensity 317_S322-1014401716-P2-G4	P02	G04	163	1014401716	3
LFQ intensity 317_S322-1014402177-P2-G5	P02	G05	164	1014402177	2
LFQ intensity 317_S322-1015908663-P2-G6	P02	G06	165	1015908663	3
LFQ intensity 317_S322-1015624720-P2-G7	P02	G07	166	1015624720	2
LFQ intensity 317_S322-1014401686-P2-G8	P02	G08	167	1014401686	1
LFQ intensity 317_S322-1015622330-P2-G9	P02	G09	168	1015622330	2
LFQ intensity 317_S322-1015635786-P2-G10	P02	G10	169	1015635786	1
LFQ intensity 317_S322-1015922885-P2-G11	P02	G11	170	1015922885	3
LFQ intensity 317_S322-1015627644-P2-G12	P02	G12	171	1015627644	1
LFQ intensity 317_S322-1014397878-P2-H1	P02	H01	172	1014397878	2
LFQ intensity 317_S322-1014402062-P2-H2	P02	H02	173	1014402062	2
LFQ intensity 317_S322-1015623544-P2-H3	P02	H03	174	1015623544	3
LFQ intensity 317_S322-1015631580-P2-H4	P02	H04	175	1015631580	4
LFQ intensity 317_S322-1015629209-P2-H5	P02	H05	176	1015629209	2
LFQ intensity 317_S322-1014401718-P2-H6	P02	H06	177	1014401718	2
LFQ intensity 317_S322-1015627642-P2-H7	P02	H07	178	1015627642	2
LFQ intensity 317_S322-1015908693-P2-H8	P02	H08	179	1015908693	3
LFQ intensity 317_S322-1015629215-P2-H9	P02	H09	180	1015629215	3
LFQ intensity 317_S322-1015903493-P2-H10	P02	H10	181	1015903493	3
LFQ intensity 317_S322-1015634794-P2-H11	P02	H11	182	1015634794	4
LFQ intensity 317_S322-1015640255-P2-H12	P02	H12	183	1015640255	Pool2
LFQ intensity 317_S322-1014401726-P3-A1	P03	A01	184	1014401726	3
LFQ intensity 317_S322-1015624766-P3-A2	P03	A02	185	1015624766	1
LFQ intensity 317_S322-1015621812-P3-A3	P03	A03	186	1015621812	3
LFQ intensity 317_S322-1015908734-P3-A4	P03	A04	187	1015908734	3
LFQ intensity 317_S322-1015910620-P3-A5	P03	A05	188	1015910620	4
LFQ intensity 317_S322-1014395081-P3-A6	P03	A06	189	1014395081	1
LFQ intensity 317_S322-1014579328-P3-A7	P03	A07	190	1014579328	3
LFQ intensity 317_S322-1015622355-P3-A8	P03	A08	191	1015622355	3
LFQ intensity 317_S322-1015907956-P3-A9	P03	A09	192	1015907956	1
LFQ intensity 317_S322-1015637758-P3-A10	P03	A10	193	1015637758	1
LFQ intensity 317_S322-1014402764-P3-A11	P03	A11	194	1014402764	1
LFQ intensity 317_S322-1015908709-P3-A12	P03	A12	195	1015908709	3
LFQ intensity 317_S322-1015631583-P3-B1	P03	B01	196	1015631583	3
LFQ intensity 317_S322-1014397830-P3-B2	P03	B02	197	1014397830	2
LFQ intensity 317_S322-1014394980-P3-B3	P03	B03	198	1014394980	3
LFQ intensity 317_S322-1015631479-P3-B4	P03	B04	199	1015631479	2
LFQ intensity 317_S322-1015908671-P3-B5	P03	B05	200	1015908671	3
LFQ intensity 317_S322-1015907921-P3-B6	P03	B06	201	1015907921	1
LFQ intensity 317_S322-1015908711-P3-B7	P03	B07	202	1015908711	2
LFQ intensity 317_S322-1014579582-P3-B8	P03	B08	203	1014579582	3
LFQ intensity 317_S322-1014579459-P3-B9	P03	B09	204	1014579459	1
LFQ intensity 317_S322-1015908666-P3-B10	P03	B10	205	1015908666	2
LFQ intensity 317_S322-1015624691-P3-B11	P03	B11	206	1015624691	2
LFQ intensity 317_S322-1015914180-P3-B12	P03	B12	207	1015914180	Pool1
LFQ intensity 317_S322-1014402756-P3-C1	P03	C01	208	1014402756	1
LFQ intensity 317_S322-1015637670-P3-C2	P03	C02	209	1015637670	3
LFQ intensity 317_S322-1014402371-P3-C3	P03	C03	210	1014402371	1
LFQ intensity 317_S322-1015908431-P3-C4	P03	C04	211	1015908431	1
LFQ intensity 317_S322-1014579281-P3-C5	P03	C05	212	1014579281	3
LFQ intensity 317_S322-1015631678-P3-C6	P03	C06	213	1015631678	2
LFQ intensity 317_S322-1015624576-P3-C7	P03	C07	214	1015624576	1
LFQ intensity 317_S322-1015622073-P3-C8	P03	C08	215	1015622073	2
LFQ intensity 317_S322-1015907926-P3-C9	P03	C09	216	1015907926	2
LFQ intensity 317_S322-1015927122-P3-C12	P03	C12	217	1015927122	3
LFQ intensity 317_S322-1015629272-P3-D1	P03	D01	218	1015629272	3
LFQ intensity 317_S322-1014402169-P3-D2	P03	D02	219	1014402169	3
LFQ intensity 317_S322-1015907957-P3-D3	P03	D03	220	1015907957	2
LFQ intensity 317_S322-1015621873-P3-D4	P03	D04	221	1015621873	3
LFQ intensity 317_S322-1015634772-P3-D5	P03	D05	222	1015634772	3
LFQ intensity 317_S322-1015922780-P3-D6	P03	D06	223	1015922780	2
LFQ intensity 317_S322-1015910350-P3-D7	P03	D07	224	1015910350	3
LFQ intensity 317_S322-1014402059-P3-D8	P03	D08	225	1014402059	2
LFQ intensity 317_S322-1015907918-P3-D10	P03	D10	226	1015907918	2
LFQ intensity 317_S322-1015639855-P3-D12	P03	D12	227	1015639855	Pool2
LFQ intensity 317_S322-1014402780-P3-E1	P03	E01	228	1014402780	1
LFQ intensity 317_S322-1014397966-P3-E2	P03	E02	229	1014397966	3
LFQ intensity 317_S322-1015908681-P3-E3	P03	E03	230	1015908681	2
LFQ intensity 317_S322-1015628594-P3-E4	P03	E04	231	1015628594	2
LFQ intensity 317_S322-1015624550-P3-E5	P03	E05	232	1015624550	2
LFQ intensity 317_S322-1015631603-P3-E6	P03	E06	233	1015631603	1
LFQ intensity 317_S322-1014401843-P3-E7	P03	E07	234	1014401843	2
LFQ intensity 317_S322-1015922913-P3-E8	P03	E08	235	1015922913	3
LFQ intensity 317_S322-1015908426-P3-E9	P03	E09	236	1015908426	4
LFQ intensity 317_S322-1015631429-P3-E10	P03	E10	237	1015631429	2
LFQ intensity 317_S322-1014402773-P3-E11	P03	E11	238	1014402773	1
LFQ intensity 317_S322-1015908373-P3-E12	P03	E12	239	1015908373	3
LFQ intensity 317_S322-1014403981-P3-F1	P03	F01	240	1014403981	1
LFQ intensity 317_S322-1014394995-P3-F2	P03	F02	241	1014394995	2
LFQ intensity 317_S322-1015922790-P3-F3	P03	F03	242	1015922790	1
LFQ intensity 317_S322-1014397846-P3-F4	P03	F04	243	1014397846	2
LFQ intensity 317_S322-1014402350-P3-F5	P03	F05	244	1014402350	3
LFQ intensity 317_S322-1015908063-P3-F6	P03	F06	245	1015908063	2
LFQ intensity 317_S322-1015629243-P3-F7	P03	F07	246	1015629243	2
LFQ intensity 317_S322-1015903245-P3-F8	P03	F08	247	1015903245	2
LFQ intensity 317_S322-1015923979-P3-F9	P03	F09	248	1015923979	1
LFQ intensity 317_S322-1015624707-P3-F10	P03	F10	249	1015624707	3
LFQ intensity 317_S322-1015629262-P3-F11	P03	F11	250	1015629262	2
LFQ intensity 317_S322-1015914188-P3-F12	P03	F12	251	1015914188	Pool1
LFQ intensity 317_S322-1014579461-P3-G1	P03	G01	252	1014579461	3
LFQ intensity 317_S322-1015908041-P3-G2	P03	G02	253	1015908041	3
LFQ intensity 317_S322-1015908435-P3-G3	P03	G03	254	1015908435	1
LFQ intensity 317_S322-1015922802-P3-G4	P03	G04	255	1015922802	1
LFQ intensity 317_S322-1015622021-P3-G5	P03	G05	256	1015622021	1
LFQ intensity 317_S322-1015923900-P3-G6	P03	G06	257	1015923900	2
LFQ intensity 317_S322-1015628689-P3-G7	P03	G07	258	1015628689	1
LFQ intensity 317_S322-1015923851-P3-G8	P03	G08	259	1015923851	2
LFQ intensity 317_S322-1015908072-P3-G10	P03	G10	260	1015908072	1
LFQ intensity 317_S322-1015624692-P3-G11	P03	G11	261	1015624692	3
LFQ intensity 317_S322-1015631445-P3-G12	P03	G12	262	1015631445	2
LFQ intensity 317_S322-1014395002-P3-H1	P03	H01	263	1014395002	2
LFQ intensity 317_S322-1015907966-P3-H2	P03	H02	264	1015907966	1
LFQ intensity 317_S322-1015637767-P3-H3	P03	H03	265	1015637767	1
LFQ intensity 317_S322-1014579322-P3-H4	P03	H04	266	1014579322	2
LFQ intensity 317_S322-1015903188-P3-H5	P03	H05	267	1015903188	1
LFQ intensity 317_S322-1015922877-P3-H6	P03	H06	268	1015922877	3
LFQ intensity 317_S322-1014402399-P3-H7	P03	H07	269	1014402399	3
LFQ intensity 317_S322-1015922873-P3-H8	P03	H08	270	1015922873	3
LFQ intensity 317_S322-1014402040-P3-H9	P03	H09	271	1014402040	1
LFQ intensity 317_S322-1015629218-P3-H10	P03	H10	272	1015629218	3
LFQ intensity 317_S322-1015631486-P3-H11	P03	H11	273	1015631486	2
LFQ intensity 317_S322-1015640334-P3-H12	P03	H12	274	1015640334	Pool2
LFQ intensity 317_S322-1014396030-P4-A1	P04	A01	275	1014396030	1
LFQ intensity 317_S322-1015623278-P4-A2	P04	A02	276	1015623278	2
LFQ intensity 317_S322-1015634834-P4-A3	P04	A03	277	1015634834	4
LFQ intensity 317_S322-1015623504-P4-A4	P04	A04	278	1015623504	3
LFQ intensity 317_S322-1015923954-P4-A5	P04	A05	279	1015923954	1
LFQ intensity 317_S322-1014395084-P4-A6	P04	A06	280	1014395084	1
LFQ intensity 317_S322-1014401699-P4-A7	P04	A07	281	1014401699	1
LFQ intensity 317_S322-1014397903-P4-A8	P04	A08	282	1014397903	2
LFQ intensity 317_S322-1015903239-P4-A9	P04	A09	283	1015903239	2
LFQ intensity 317_S322-1015922807-P4-A10	P04	A10	284	1015922807	2
LFQ intensity 317_S322-1015627573-P4-A11	P04	A11	285	1015627573	1
LFQ intensity 317_S322-1015624713-P4-A12	P04	A12	286	1015624713	3
LFQ intensity 317_S322-1014395078-P4-B1	P04	B01	287	1014395078	1
LFQ intensity 317_S322-1014402717-P4-B2	P04	B02	288	1014402717	1
LFQ intensity 317_S322-1015622016-P4-B3	P04	B03	289	1015622016	2
LFQ intensity 317_S322-1014401679-P4-B4	P04	B04	290	1014401679	3
LFQ intensity 317_S322-1014401663-P4-B5	P04	B05	291	1014401663	2
LFQ intensity 317_S322-1014402149-P4-B6	P04	B06	292	1014402149	1
LFQ intensity 317_S322-1015635805-P4-B7	P04	B07	293	1015635805	1
LFQ intensity 317_S322-1015903193-P4-B8	P04	B08	294	1015903193	3
LFQ intensity 317_S322-1014394956-P4-B9	P04	B09	295	1014394956	1
LFQ intensity 317_S322-1015629277-P4-B10	P04	B10	296	1015629277	3
LFQ intensity 317_S322-1015914164-P4-B12	P04	B12	297	1015914164	Pool1
LFQ intensity 317_S322-1015907943-P4-C1	P04	C01	298	1015907943	2
LFQ intensity 317_S322-1015908392-P4-C2	P04	C02	299	1015908392	4
LFQ intensity 317_S322-1015907968-P4-C3	P04	C03	300	1015907968	3
LFQ intensity 317_S322-1014402176-P4-C4	P04	C04	301	1014402176	1
LFQ intensity 317_S322-1015908059-P4-C5	P04	C05	302	1015908059	3
LFQ intensity 317_S322-1015922911-P4-C6	P04	C06	303	1015922911	1
LFQ intensity 317_S322-1015624763-P4-C7	P04	C07	304	1015624763	3
LFQ intensity 317_S322-1014402391-P4-C10	P04	C10	305	1014402391	1
LFQ intensity 317_S322-1015903225-P4-C11	P04	C11	306	1015903225	2
LFQ intensity 317_S322-1014395055-P4-C12	P04	C12	307	1014395055	1
LFQ intensity 317_S322-1014402087-P4-D1	P04	D01	308	1014402087	2
LFQ intensity 317_S322-1015923962-P4-D2	P04	D02	309	1015923962	3
LFQ intensity 317_S322-1014395051-P4-D3	P04	D03	310	1014395051	3
LFQ intensity 317_S322-1014579510-P4-D4	P04	D04	311	1014579510	3
LFQ intensity 317_S322-1015924112-P4-D5	P04	D05	312	1015924112	1
LFQ intensity 317_S322-1015903250-P4-D6	P04	D06	313	1015903250	2
LFQ intensity 317_S322-1014402088-P4-D7	P04	D07	314	1014402088	3
LFQ intensity 317_S322-1015922871-P4-D8	P04	D08	315	1015922871	1
LFQ intensity 317_S322-1015908067-P4-D9	P04	D09	316	1015908067	1
LFQ intensity 317_S322-1015622326-P4-D10	P04	D10	317	1015622326	1
LFQ intensity 317_S322-1015903206-P4-D11	P04	D11	318	1015903206	1
LFQ intensity 317_S322-1015639854-P4-D12	P04	D12	319	1015639854	Pool2
LFQ intensity 317_S322-1015623380-P4-E3	P04	E03	320	1015623380	1
LFQ intensity 317_S322-1014394949-P4-E4	P04	E04	321	1014394949	3
LFQ intensity 317_S322-1015627671-P4-E6	P04	E06	322	1015627671	3
LFQ intensity 317_S322-1014401847-P4-E7	P04	E07	323	1014401847	2
LFQ intensity 317_S322-1015923857-P4-E8	P04	E08	324	1015923857	4
LFQ intensity 317_S322-1014401665-P4-E10	P04	E10	325	1014401665	1
LFQ intensity 317_S322-1015629232-P4-E11	P04	E11	326	1015629232	3
LFQ intensity 317_S322-1015628674-P4-E12	P04	E12	327	1015628674	1
LFQ intensity 317_S322-1014402493-P4-F1	P04	F01	328	1014402493	1
LFQ intensity 317_S322-1015923877-P4-F2	P04	F02	329	1015923877	4
LFQ intensity 317_S322-1015634780-P4-F3	P04	F03	330	1015634780	1
LFQ intensity 317_S322-1015622343-P4-F4	P04	F04	331	1015622343	3
LFQ intensity 317_S322-1014401676-P4-F5	P04	F05	332	1014401676	3
LFQ intensity 317_S322-1015908005-P4-F6	P04	F06	333	1015908005	3
LFQ intensity 317_S322-1015922900-P4-F7	P04	F07	334	1015922900	2
LFQ intensity 317_S322-1015908735-P4-F8	P04	F08	335	1015908735	4
LFQ intensity 317_S322-1015629217-P4-F9	P04	F09	336	1015629217	2
LFQ intensity 317_S322-1015908049-P4-F10	P04	F10	337	1015908049	1
LFQ intensity 317_S322-1014579499-P4-F11	P04	F11	338	1014579499	1
LFQ intensity 317_S322-1015914172-P4-F12	P04	F12	339	1015914172	Pool1
LFQ intensity 317_S322-1014402063-P4-G1	P04	G01	340	1014402063	3
LFQ intensity 317_S322-1014395043-P4-G2	P04	G02	341	1014395043	1
LFQ intensity 317_S322-1014579517-P4-G3	P04	G03	342	1014579517	1
LFQ intensity 317_S322-1015622359-P4-G4	P04	G04	343	1015622359	3
LFQ intensity 317_S322-1014402057-P4-G5	P04	G05	344	1014402057	3
LFQ intensity 317_S322-1015908387-P4-G6	P04	G06	345	1015908387	2
LFQ intensity 317_S322-1015922832-P4-G7	P04	G07	346	1015922832	1
