RawFile	Plate	Position	RunOrder	SampleNo	Condition
LFQ intensity 511_S322-1014402043-P14-H2	P14	H02	1053	1014402043	1
LFQ intensity 511_S322-1015922786-P14-H3	P14	H03	1054	1015922786	1
LFQ intensity 511_S322-1014401841-P14-H4	P14	H04	1055	1014401841	3
LFQ intensity 511_S322-1014402358-P14-H5	P14	H05	1056	1014402358	3
LFQ intensity 511_S322-1015922841-P14-H6	P14	H06	1057	1015922841	2
LFQ intensity 511_S322-1014396526-P14-H7	P14	H07	1058	1014396526	2
LFQ intensity 511_S322-1014579515-P14-H8	P14	H08	1059	1014579515	2
LFQ intensity 511_S322-1015908438-P14-H9	P14	H09	1060	1015908438	4
LFQ intensity 511_S322-1015631415-P14-H10	P14	H10	1061	1015631415	2
LFQ intensity 511_S322-1014579443-P14-H11	P14	H11	1062	1014579443	1
LFQ intensity 511_S322-1015640319-P14-H12	P14	H12	1063	1015640319	Pool2
LFQ intensity 515_S322-1015634827-P15-A2	P15	A02	1064	1015634827	1
LFQ intensity 515_S322-1015923846-P15-A3	P15	A03	1065	1015923846	4
LFQ intensity 515_S322-1014397964-P15-A4	P15	A04	1066	1014397964	1
LFQ intensity 515_S322-1015622027-P15-A5	P15	A05	1067	1015622027	1
LFQ intensity 515_S322-1015621859-P15-A6	P15	A06	1068	1015621859	2
LFQ intensity 515_S322-1015628676-P15-A8	P15	A08	1069	1015628676	3
LFQ intensity 515_S322-1015910344-P15-A9	P15	A09	1070	1015910344	3
LFQ intensity 515_S322-1015923987-P15-A10	P15	A10	1071	1015923987	1
LFQ intensity 515_S322-1014579280-P15-A12	P15	A12	1072	1014579280	2
LFQ intensity 515_S322-1015922806-P15-B1	P15	B01	1073	1015922806	1
LFQ intensity 515_S322-1015621834-P15-B2	P15	B02	1074	1015621834	3
LFQ intensity 515_S322-1015908692-P15-B3	P15	B03	1075	1015908692	2
LFQ intensity 515_S322-1015922926-P15-B4	P15	B04	1076	1015922926	4
LFQ intensity 515_S322-1015623649-P15-B5	P15	B05	1077	1015623649	3
LFQ intensity 515_S322-1015922927-P15-B6	P15	B06	1078	1015922927	1
LFQ intensity 515_S322-1015908687-P15-B7	P15	B07	1079	1015908687	1
LFQ intensity 515_S322-1014396522-P15-B8	P15	B08	1080	1014396522	1
LFQ intensity 515_S322-1014402089-P15-B9	P15	B09	1081	1014402089	1
LFQ intensity 515_S322-1015922917-P15-B10	P15	B10	1082	1015922917	3
LFQ intensity 515_S322-1015622327-P15-B11	P15	B11	1083	1015622327	2
LFQ intensity 515_S322-1015914198-P15-B12	P15	B12	1084	1015914198	Pool1
LFQ intensity 515_S322-1015907938-P15-C2	P15	C02	1085	1015907938	2
LFQ intensity 515_S322-1015627611-P15-C3	P15	C03	1086	1015627611	3
LFQ intensity 515_S322-1015627577-P15-C4	P15	C04	1087	1015627577	1
LFQ intensity 515_S322-1015908891-P15-C5	P15	C05	1088	1015908891	2
LFQ intensity 515_S322-1015908680-P15-C6	P15	C06	1089	1015908680	1
LFQ intensity 515_S322-1015908047-P15-C7	P15	C07	1090	1015908047	2
LFQ intensity 515_S322-1014395933-P15-C8	P15	C08	1091	1014395933	3
LFQ intensity 515_S322-1015903202-P15-C9	P15	C09	1092	1015903202	3
LFQ intensity 515_S322-1015627625-P15-C10	P15	C10	1093	1015627625	3
LFQ intensity 515_S322-1014396011-P15-C11	P15	C11	1094	1014396011	2
LFQ intensity 515_S322-1015908010-P15-C12	P15	C12	1095	1015908010	2
LFQ intensity 515_S322-1014402077-P15-D1	P15	D01	1096	1014402077	1
LFQ intensity 515_S322-1014402722-P15-D2	P15	D02	1097	1014402722	1
LFQ intensity 515_S322-1014398066-P15-D3	P15	D03	1098	1014398066	2
LFQ intensity 515_S322-1015627589-P15-D4	P15	D04	1099	1015627589	1
LFQ intensity 515_S322-1015922820-P15-D5	P15	D05	1100	1015922820	1
LFQ intensity 515_S322-1015908370-P15-D6	P15	D06	1101	1015908370	4
LFQ intensity 515_S322-1014401697-P15-D7	P15	D07	1102	1014401697	2
LFQ intensity 515_S322-1014395049-P15-D8	P15	D08	1103	1014395049	1
LFQ intensity 515_S322-1015623308-P15-D9	P15	D09	1104	1015623308	2
LFQ intensity 515_S322-1015903208-P15-D10	P15	D10	1105	1015903208	3
LFQ intensity 515_S322-1015624512-P15-D11	P15	D11	1106	1015624512	1
LFQ intensity 515_S322-1015640295-P15-D12	P15	D12	1107	1015640295	Pool2
LFQ intensity 515_S322-1014402110-P15-E1	P15	E01	1108	1014402110	2
LFQ intensity 515_S322-1014398020-P15-E2	P15	E02	1109	1014398020	3
LFQ intensity 515_S322-1015908099-P15-E3	P15	E03	1110	1015908099	1
LFQ intensity 515_S322-1014394986-P15-E5	P15	E05	1111	1014394986	2
LFQ intensity 515_S322-1015631555-P15-E7	P15	E07	1112	1015631555	4
LFQ intensity 515_S322-1015634783-P15-E8	P15	E08	1113	1015634783	1
LFQ intensity 515_S322-1014395942-P15-E9	P15	E09	1114	1014395942	3
LFQ intensity 515_S322-1015908015-P15-E10	P15	E10	1115	1015908015	1
LFQ intensity 515_S322-1014395318-P15-E11	P15	E11	1116	1014395318	3
LFQ intensity 515_S322-1014402104-P15-E12	P15	E12	1117	1014402104	2
LFQ intensity 515_S322-1014402202-P15-F1	P15	F01	1118	1014402202	1
LFQ intensity 515_S322-1015635788-P15-F2	P15	F02	1119	1015635788	3
LFQ intensity 515_S322-1015623347-P15-F3	P15	F03	1120	1015623347	3
LFQ intensity 515_S322-1014402743-P15-F4	P15	F04	1121	1014402743	3
LFQ intensity 515_S322-1014395092-P15-F5	P15	F05	1122	1014395092	3
LFQ intensity 515_S322-1015908023-P15-F6	P15	F06	1123	1015908023	1
LFQ intensity 515_S322-1015628682-P15-F7	P15	F07	1124	1015628682	1
LFQ intensity 515_S322-1015908086-P15-F8	P15	F08	1125	1015908086	3
LFQ intensity 515_S322-1014397019-P15-F9	P15	F09	1126	1014397019	3
LFQ intensity 515_S322-1015624744-P15-F10	P15	F10	1127	1015624744	2
LFQ intensity 515_S322-1015923943-P15-F11	P15	F11	1128	1015923943	1
LFQ intensity 515_S322-1015914206-P15-F12	P15	F12	1129	1015914206	Pool1
LFQ intensity 515_S322-1015627630-P15-G1	P15	G01	1130	1015627630	2
LFQ intensity 515_S322-1015629230-P15-G2	P15	G02	1131	1015629230	1
LFQ intensity 515_S322-1015624711-P15-G3	P15	G03	1132	1015624711	1
LFQ intensity 515_S322-1025595498-P15-G4	P15	G04	1133	1025595498	
LFQ intensity 515_S322-1015623542-P15-G5	P15	G05	1134	1015623542	1
LFQ intensity 515_S322-1014397947-P15-G6	P15	G06	1135	1014397947	3
LFQ intensity 515_S322-1014579496-P15-G7	P15	G07	1136	1014579496	1
LFQ intensity 515_S322-1015923957-P15-G8	P15	G08	1137	1015923957	1
LFQ intensity 515_S322-1015624735-P15-G9	P15	G09	1138	1015624735	2
LFQ intensity 515_S322-1015631646-P15-G10	P15	G10	1139	1015631646	2
LFQ intensity 515_S322-1015631433-P15-G11	P15	G11	1140	1015631433	2
LFQ intensity 515_S322-1014402708-P15-H2	P15	H02	1141	1014402708	2
LFQ intensity 515_S322-1015628649-P15-H3	P15	H03	1142	1015628649	1
LFQ intensity 515_S322-1014402053-P15-H4	P15	H04	1143	1014402053	2
LFQ intensity 515_S322-1015908689-P15-H5	P15	H05	1144	1015908689	3
LFQ intensity 515_S322-1014397911-P15-H6	P15	H06	1145	1014397911	2
LFQ intensity 515_S322-1014402136-P15-H7	P15	H07	1146	1014402136	2
LFQ intensity 515_S322-1015623373-P15-H8	P15	H08	1147	1015623373	1
LFQ intensity 515_S322-1015907959-P15-H9	P15	H09	1148	1015907959	1
LFQ intensity 515_S322-1015903231-P15-H10	P15	H10	1149	1015903231	2
LFQ intensity 515_S322-1015622000-P15-H11	P15	H11	1150	1015622000	2
LFQ intensity 515_S322-1015640303-P15-H12	P15	H12	1151	1015640303	Pool2
LFQ intensity 518_S322-1015922825-P16-A1	P16	A01	1152	1015922825	3
LFQ intensity 518_S322-1015623372-P16-A3	P16	A03	1153	1015623372	3
LFQ intensity 518_S322-1015907942-P16-A5	P16	A05	1154	1015907942	1
LFQ intensity 518_S322-1015635807-P16-A6	P16	A06	1155	1015635807	3
LFQ intensity 518_S322-1015922868-P16-A7	P16	A07	1156	1015922868	2
LFQ intensity 518_S322-1014402771-P16-A8	P16	A08	1157	1014402771	2
LFQ intensity 518_S322-1015631453-P16-A9	P16	A09	1158	1015631453	2
LFQ intensity 518_S322-1015623506-P16-A10	P16	A10	1159	1015623506	1
LFQ intensity 518_S322-1014396922-P16-A11	P16	A11	1160	1014396922	2
LFQ intensity 518_S322-1014402058-P16-A12	P16	A12	1161	1014402058	1
LFQ intensity 518_S322-1015628607-P16-B1	P16	B01	1162	1015628607	2
LFQ intensity 518_S322-1015631409-P16-B2	P16	B02	1163	1015631409	2
LFQ intensity 518_S322-1014403794-P16-B3	P16	B03	1164	1014403794	3
LFQ intensity 518_S322-1015628671-P16-B4	P16	B04	1165	1015628671	3
LFQ intensity 518_S322-1014579508-P16-B5	P16	B05	1166	1014579508	1
LFQ intensity 518_S322-1014401715-P16-B7	P16	B07	1167	1014401715	2
LFQ intensity 518_S322-1015628587-P16-B8	P16	B08	1168	1015628587	2
LFQ intensity 518_S322-1015627568-P16-B9	P16	B09	1169	1015627568	1
LFQ intensity 518_S322-1014397937-P16-B10	P16	B10	1170	1014397937	3
LFQ intensity 518_S322-1015923875-P16-B11	P16	B11	1171	1015923875	2
LFQ intensity 518_S322-1015914182-P16-B12	P16	B12	1172	1015914182	Pool1
LFQ intensity 518_S322-1015922932-P16-C1	P16	C01	1173	1015922932	3
LFQ intensity 518_S322-1015908700-P16-C2	P16	C02	1174	1015908700	2
LFQ intensity 518_S322-1014401685-P16-C3	P16	C03	1175	1014401685	3
LFQ intensity 518_S322-1014395901-P16-C4	P16	C04	1176	1014395901	3
LFQ intensity 518_S322-1015922834-P16-C5	P16	C05	1177	1015922834	3
LFQ intensity 518_S322-1014402054-P16-C6	P16	C06	1178	1014402054	3
LFQ intensity 518_S322-1014402750-P16-C7	P16	C07	1179	1014402750	1
LFQ intensity 518_S322-1015903199-P16-C8	P16	C08	1180	1015903199	3
LFQ intensity 518_S322-1015922833-P16-C9	P16	C09	1181	1015922833	2
LFQ intensity 518_S322-1015623447-P16-C10	P16	C10	1182	1015623447	2
LFQ intensity 518_S322-1015631425-P16-C11	P16	C11	1183	1015631425	2
LFQ intensity 518_S322-1015922930-P16-C12	P16	C12	1184	1015922930	1
LFQ intensity 518_S322-1025595539-P16-D1	P16	D01	1185	1025595539	
LFQ intensity 518_S322-1014402082-P16-D2	P16	D02	1186	1014402082	3
LFQ intensity 518_S322-1014398000-P16-D3	P16	D03	1187	1014398000	1
LFQ intensity 518_S322-1015922923-P16-D4	P16	D04	1188	1015922923	1
LFQ intensity 518_S322-1015628666-P16-D5	P16	D05	1189	1015628666	1
LFQ intensity 518_S322-1015634825-P16-D6	P16	D06	1190	1015634825	3
LFQ intensity 518_S322-1015623285-P16-D7	P16	D07	1191	1015623285	2
LFQ intensity 518_S322-1015908667-P16-D8	P16	D08	1192	1015908667	3
LFQ intensity 518_S322-1015623382-P16-D9	P16	D09	1193	1015623382	3
LFQ intensity 518_S322-1015629234-P16-D10	P16	D10	1194	1015629234	2
LFQ intensity 518_S322-1015623358-P16-D11	P16	D11	1195	1015623358	3
LFQ intensity 518_S322-1015640279-P16-D12	P16	D12	1196	1015640279	Pool2
LFQ intensity 518_S322-1015631461-P16-E1	P16	E01	1197	1015631461	2
LFQ intensity 518_S322-1015637759-P16-E2	P16	E02	1198	1015637759	2
LFQ intensity 518_S322-1015912417-P16-E3	P16	E03	1199	1015912417	2
LFQ intensity 518_S322-1014397444-P16-E4	P16	E04	1200	1014397444	1
LFQ intensity 518_S322-1015622328-P16-E5	P16	E05	1201	1015622328	3
LFQ intensity 518_S322-1015623561-P16-E6	P16	E06	1202	1015623561	3
LFQ intensity 518_S322-1014402752-P16-E7	P16	E07	1203	1014402752	3
LFQ intensity 518_S322-1015635798-P16-E8	P16	E08	1204	1015635798	1
LFQ intensity 518_S322-1014402744-P16-E9	P16	E09	1205	1014402744	1
LFQ intensity 518_S322-1014579509-P16-E10	P16	E10	1206	1014579509	2
LFQ intensity 518_S322-1014402044-P16-E11	P16	E11	1207	1014402044	2
LFQ intensity 518_S322-1015624736-P16-E12	P16	E12	1208	1015624736	3
LFQ intensity 518_S322-1015922829-P16-F1	P16	F01	1209	1015922829	1
LFQ intensity 518_S322-1014402356-P16-F2	P16	F02	1210	1014402356	1
LFQ intensity 518_S322-1014396873-P16-F3	P16	F03	1211	1014396873	2
LFQ intensity 518_S322-1015631457-P16-F4	P16	F04	1212	1015631457	2
LFQ intensity 518_S322-1015624828-P16-F6	P16	F06	1213	1015624828	3
LFQ intensity 518_S322-1015634798-P16-F7	P16	F07	1214	1015634798	4
LFQ intensity 518_S322-1014401691-P16-F8	P16	F08	1215	1014401691	3
LFQ intensity 518_S322-1015922775-P16-F10	P16	F10	1216	1015922775	1
LFQ intensity 518_S322-1015622024-P16-F11	P16	F11	1217	1015622024	1
LFQ intensity 518_S322-1015914190-P16-F12	P16	F12	1218	1015914190	Pool1
LFQ intensity 518_S322-1015621831-P16-G1	P16	G01	1219	1015621831	3
LFQ intensity 518_S322-1015631437-P16-G2	P16	G02	1220	1015631437	2
LFQ intensity 518_S322-1015629204-P16-G3	P16	G03	1221	1015629204	2
LFQ intensity 518_S322-1014579312-P16-G4	P16	G04	1222	1014579312	2
LFQ intensity 518_S322-1014402746-P16-G5	P16	G05	1223	1014402746	3
LFQ intensity 518_S322-1014401696-P16-G6	P16	G06	1224	1014401696	1
LFQ intensity 518_S322-1015908060-P16-G7	P16	G07	1225	1015908060	3
LFQ intensity 518_S322-1015907994-P16-G8	P16	G08	1226	1015907994	4
LFQ intensity 518_S322-1015907960-P16-G9	P16	G09	1227	1015907960	2
LFQ intensity 518_S322-1015622015-P16-G10	P16	G10	1228	1015622015	1
LFQ intensity 518_S322-1015908423-P16-G11	P16	G11	1229	1015908423	1
LFQ intensity 518_S322-1015624740-P16-G12	P16	G12	1230	1015624740	1
LFQ intensity 518_S322-1015922788-P16-H1	P16	H01	1231	1015922788	3
LFQ intensity 518_S322-1015621858-P16-H2	P16	H02	1232	1015621858	1
LFQ intensity 518_S322-1015631467-P16-H3	P16	H03	1233	1015631467	2
LFQ intensity 518_S322-1015635728-P16-H4	P16	H04	1234	1015635728	1
LFQ intensity 518_S322-1015923862-P16-H5	P16	H05	1235	1015923862	2
LFQ intensity 518_S322-1015908669-P16-H6	P16	H06	1236	1015908669	1
LFQ intensity 518_S322-1015631483-P16-H7	P16	H07	1237	1015631483	2
LFQ intensity 518_S322-1014402165-P16-H8	P16	H08	1238	1014402165	2
LFQ intensity 518_S322-1015627586-P16-H9	P16	H09	1239	1015627586	2
LFQ intensity 518_S322-1015623370-P16-H10	P16	H10	1240	1015623370	1
LFQ intensity 518_S322-1015622064-P16-H11	P16	H11	1241	1015622064	2
LFQ intensity 518_S322-1015640287-P16-H12	P16	H12	1242	1015640287	Pool2
LFQ intensity 521_S322-1014396482-P17-A1	P17	A01	1243	1014396482	2
LFQ intensity 521_S322-1014397951-P17-A2	P17	A02	1244	1014397951	3
LFQ intensity 521_S322-1015627631-P17-A3	P17	A03	1245	1015627631	3
LFQ intensity 521_S322-1015621822-P17-A4	P17	A04	1246	1015621822	3
LFQ intensity 521_S322-1015634774-P17-A5	P17	A05	1247	1015634774	2
LFQ intensity 521_S322-1015908066-P17-A6	P17	A06	1248	1015908066	2
LFQ intensity 521_S322-1025595739-P17-A7	P17	A07	1249	1025595739	
LFQ intensity 521_S322-1014402755-P17-A8	P17	A08	1250	1014402755	3
LFQ intensity 521_S322-1015627612-P17-A9	P17	A09	1251	1015627612	1
LFQ intensity 521_S322-1014402055-P17-A10	P17	A10	1252	1014402055	1
LFQ intensity 521_S322-1015923894-P17-B1	P17	B01	1253	1015923894	4
LFQ intensity 521_S322-1015624754-P17-B2	P17	B02	1254	1015624754	3
LFQ intensity 521_S322-1015922831-P17-B4	P17	B04	1255	1015922831	3
LFQ intensity 521_S322-1015634821-P17-B5	P17	B05	1256	1015634821	3
LFQ intensity 521_S322-1015908043-P17-B6	P17	B06	1257	1015908043	2
LFQ intensity 521_S322-1014401725-P17-B7	P17	B07	1258	1014401725	2
LFQ intensity 521_S322-1014394991-P17-B9	P17	B09	1259	1014394991	1
LFQ intensity 521_S322-1015631851-P17-B10	P17	B10	1260	1015631851	1
LFQ intensity 521_S322-1015914212-P17-B12	P17	B12	1261	1015914212	Pool1
LFQ intensity 521_S322-1015624768-P17-C1	P17	C01	1262	1015624768	3
LFQ intensity 521_S322-1014395945-P17-C2	P17	C02	1263	1014395945	3
LFQ intensity 521_S322-1015621860-P17-C3	P17	C03	1264	1015621860	3
LFQ intensity 521_S322-1014395990-P17-C4	P17	C04	1265	1014395990	2
LFQ intensity 521_S322-1015908402-P17-C5	P17	C05	1266	1015908402	3
LFQ intensity 521_S322-1015634796-P17-C6	P17	C06	1267	1015634796	2
LFQ intensity 521_S322-1015627645-P17-C8	P17	C08	1268	1015627645	2
LFQ intensity 521_S322-1015922812-P17-C9	P17	C09	1269	1015922812	3
LFQ intensity 521_S322-1015922847-P17-D1	P17	D01	1270	1015922847	1
LFQ intensity 521_S322-1015907928-P17-D2	P17	D02	1271	1015907928	4
LFQ intensity 521_S322-1015622067-P17-D3	P17	D03	1272	1015622067	2
LFQ intensity 521_S322-1014395984-P17-D4	P17	D04	1273	1014395984	2
LFQ intensity 521_S322-1015628630-P17-D5	P17	D05	1274	1015628630	2
LFQ intensity 521_S322-1015908419-P17-D6	P17	D06	1275	1015908419	1
LFQ intensity 521_S322-1015907951-P17-D7	P17	D07	1276	1015907951	4
LFQ intensity 521_S322-1015908722-P17-D8	P17	D08	1277	1015908722	2
LFQ intensity 521_S322-1015640263-P17-D12	P17	D12	1278	1015640263	Pool2
LFQ intensity 521_S322-1015628597-P17-E1	P17	E01	1279	1015628597	2
LFQ intensity 521_S322-1015908391-P17-E2	P17	E02	1280	1015908391	3
LFQ intensity 521_S322-1014402204-P17-E3	P17	E03	1281	1014402204	3
LFQ intensity 521_S322-1015912426-P17-E4	P17	E04	1282	1015912426	3
LFQ intensity 521_S322-1015908657-P17-E5	P17	E05	1283	1015908657	1
LFQ intensity 521_S322-1015634830-P17-E6	P17	E06	1284	1015634830	4
LFQ intensity 521_S322-1015908377-P17-E7	P17	E07	1285	1015908377	3
LFQ intensity 521_S322-1015629213-P17-E8	P17	E08	1286	1015629213	1
LFQ intensity 521_S322-1014395099-P17-E9	P17	E09	1287	1014395099	3
LFQ intensity 521_S322-1015923842-P17-F1	P17	F01	1288	1015923842	4
LFQ intensity 521_S322-1015908660-P17-F2	P17	F02	1289	1015908660	4
LFQ intensity 521_S322-1014579313-P17-F3	P17	F03	1290	1014579313	3
LFQ intensity 521_S322-1015631542-P17-F4	P17	F04	1291	1015631542	4
LFQ intensity 521_S322-1015624693-P17-F5	P17	F05	1292	1015624693	1
LFQ intensity 521_S322-1015907923-P17-F6	P17	F06	1293	1015907923	3
LFQ intensity 521_S322-1015908372-P17-F7	P17	F07	1294	1015908372	2
LFQ intensity 521_S322-1015903185-P17-F8	P17	F08	1295	1015903185	1
LFQ intensity 521_S322-1015627600-P17-F9	P17	F09	1296	1015627600	2
LFQ intensity 521_S322-1015914174-P17-F12	P17	F12	1297	1015914174	Pool1
LFQ intensity 521_S322-1015922779-P17-G2	P17	G02	1298	1015922779	1
LFQ intensity 521_S322-1014402733-P17-G3	P17	G03	1299	1014402733	2
LFQ intensity 521_S322-1015622058-P17-G4	P17	G04	1300	1015622058	1
LFQ intensity 521_S322-1014402151-P17-G5	P17	G05	1301	1014402151	3
LFQ intensity 521_S322-1014403966-P17-G6	P17	G06	1302	1014403966	1
LFQ intensity 521_S322-1015911862-P17-G7	P17	G07	1303	1015911862	4
LFQ intensity 521_S322-1025597543-P17-G8	P17	G08	1304	1025597543	
LFQ intensity 521_S322-1015637764-P17-G9	P17	G09	1305	1015637764	1
LFQ intensity 521_S322-1014395907-P17-H1	P17	H01	1306	1014395907	3
LFQ intensity 521_S322-1014397946-P17-H2	P17	H02	1307	1014397946	2
LFQ intensity 521_S322-1015908424-P17-H3	P17	H03	1308	1015908424	2
LFQ intensity 521_S322-1014402066-P17-H4	P17	H04	1309	1014402066	3
LFQ intensity 521_S322-1014402105-P17-H5	P17	H05	1310	1014402105	3
LFQ intensity 521_S322-1015627621-P17-H6	P17	H06	1311	1015627621	4
LFQ intensity 521_S322-1015628644-P17-H7	P17	H07	1312	1015628644	1
LFQ intensity 521_S322-1014579256-P17-H9	P17	H09	1313	1014579256	2
LFQ intensity 521_S322-1015640271-P17-H12	P17	H12	1314	1015640271	Pool2
LFQ intensity 525_S322-1014402765-P5-A2	P05	A02	1315	1014402765	2
LFQ intensity 525_S322-1015635750-P5-A3	P05	A03	1316	1015635750	3
LFQ intensity 525_S322-1015635772-P5-A4	P05	A04	1317	1015635772	1
LFQ intensity 525_S322-1014402374-P5-A5	P05	A05	1318	1014402374	1
LFQ intensity 525_S322-1015922787-P5-A6	P05	A06	1319	1015922787	2
LFQ intensity 525_S322-1014394943-P5-A7	P05	A07	1320	1014394943	3
LFQ intensity 525_S322-1015925002-P5-A8	P05	A08	1321	1015925002	3
LFQ intensity 525_S322-1015635764-P5-A9	P05	A09	1322	1015635764	1
LFQ intensity 525_S322-1014401727-P5-A11	P05	A11	1323	1014401727	1
LFQ intensity 525_S322-1015635792-P5-A12	P05	A12	1324	1015635792	3
LFQ intensity 525_S322-1014395102-P5-B1	P05	B01	1325	1014395102	1
LFQ intensity 525_S322-1015923830-P5-B2	P05	B02	1326	1015923830	4
LFQ intensity 525_S322-1015621815-P5-B3	P05	B03	1327	1015621815	3
LFQ intensity 525_S322-1014402161-P5-B4	P05	B04	1328	1014402161	1
LFQ intensity 525_S322-1015627620-P5-B5	P05	B05	1329	1015627620	3
LFQ intensity 525_S322-1014402707-P5-B6	P05	B06	1330	1014402707	1
LFQ intensity 525_S322-1014395345-P5-B7	P05	B07	1331	1014395345	3
LFQ intensity 525_S322-1015624709-P5-B8	P05	B08	1332	1015624709	2
LFQ intensity 525_S322-1015635734-P5-B9	P05	B09	1333	1015635734	1
LFQ intensity 525_S322-1014394998-P5-B10	P05	B10	1334	1014394998	2
LFQ intensity 525_S322-1015908712-P5-B11	P05	B11	1335	1015908712	3
LFQ intensity 525_S322-1015914140-P5-B12	P05	B12	1336	1015914140	Pool1
LFQ intensity 525_S322-1015621876-P5-C1	P05	C01	1337	1015621876	3
LFQ intensity 525_S322-1014396039-P5-C2	P05	C02	1338	1014396039	1
LFQ intensity 525_S322-1015623261-P5-C3	P05	C03	1339	1015623261	2
LFQ intensity 525_S322-1015908686-P5-C4	P05	C04	1340	1015908686	3
LFQ intensity 525_S322-1015629241-P5-C5	P05	C05	1341	1015629241	3
LFQ intensity 525_S322-1015903186-P5-C6	P05	C06	1342	1015903186	2
LFQ intensity 525_S322-1014398031-P5-C7	P05	C07	1343	1014398031	3
LFQ intensity 525_S322-1014402737-P5-C8	P05	C08	1344	1014402737	3
LFQ intensity 525_S322-1014396884-P5-C9	P05	C09	1345	1014396884	2
LFQ intensity 525_S322-1015923991-P5-C10	P05	C10	1346	1015923991	1
LFQ intensity 525_S322-1014402143-P5-C11	P05	C11	1347	1014402143	1
LFQ intensity 525_S322-1015637658-P5-C12	P05	C12	1348	1015637658	3
LFQ intensity 525_S322-1014396493-P5-D1	P05	D01	1349	1014396493	1
LFQ intensity 525_S322-1015629271-P5-D2	P05	D02	1350	1015629271	2
LFQ intensity 525_S322-1015907998-P5-D3	P05	D03	1351	1015907998	1
LFQ intensity 525_S322-1015628679-P5-D4	P05	D04	1352	1015628679	3
LFQ intensity 525_S322-1015908396-P5-D5	P05	D05	1353	1015908396	1
LFQ intensity 525_S322-1015631447-P5-D6	P05	D06	1354	1015631447	4
LFQ intensity 525_S322-1014395814-P5-D7	P05	D07	1355	1014395814	1
LFQ intensity 525_S322-1015908064-P5-D8	P05	D08	1356	1015908064	2
LFQ intensity 525_S322-1015624756-P5-D9	P05	D09	1357	1015624756	2
LFQ intensity 525_S322-1015908000-P5-D10	P05	D10	1358	1015908000	1
LFQ intensity 525_S322-1015926615-P5-D11	P05	D11	1359	1015926615	2
LFQ intensity 525_S322-1015640362-P5-D12	P05	D12	1360	1015640362	Pool2
LFQ intensity 525_S322-1015624742-P5-E2	P05	E02	1361	1015624742	3
LFQ intensity 525_S322-1015922883-P5-E3	P05	E03	1362	1015922883	1
LFQ intensity 525_S322-1015922929-P5-E4	P05	E04	1363	1015922929	3
LFQ intensity 525_S322-1015628704-P5-E5	P05	E05	1364	1015628704	3
LFQ intensity 525_S322-1015908001-P5-E6	P05	E06	1365	1015908001	2
LFQ intensity 525_S322-1014579260-P5-E7	P05	E07	1366	1014579260	3
LFQ intensity 525_S322-1015922878-P5-E8	P05	E08	1367	1015922878	4
LFQ intensity 525_S322-1015908670-P5-E9	P05	E09	1368	1015908670	2
LFQ intensity 525_S322-1014394945-P5-E10	P05	E10	1369	1014394945	2
LFQ intensity 525_S322-1015908030-P5-E11	P05	E11	1370	1015908030	4
LFQ intensity 525_S322-1014397013-P5-E12	P05	E12	1371	1014397013	3
LFQ intensity 525_S322-1015631677-P5-F1	P05	F01	1372	1015631677	1
LFQ intensity 525_S322-1014401724-P5-F2	P05	F02	1373	1014401724	1
LFQ intensity 525_S322-1015631573-P5-F3	P05	F03	1374	1015631573	3
LFQ intensity 525_S322-1015908101-P5-F4	P05	F04	1375	1015908101	3
LFQ intensity 525_S322-1015908726-P5-F5	P05	F05	1376	1015908726	2
LFQ intensity 525_S322-1014396022-P5-F7	P05	F07	1377	1014396022	2
LFQ intensity 525_S322-1015908082-P5-F8	P05	F08	1378	1015908082	3
LFQ intensity 525_S322-1014402782-P5-F9	P05	F09	1379	1014402782	3
LFQ intensity 525_S322-1015922897-P5-F10	P05	F10	1380	1015922897	3
LFQ intensity 525_S322-1015903249-P5-F11	P05	F11	1381	1015903249	1
LFQ intensity 525_S322-1015914156-P5-F12	P05	F12	1382	1015914156	Pool1
LFQ intensity 525_S322-1014579440-P5-G2	P05	G02	1383	1014579440	3
LFQ intensity 525_S322-1015624759-P5-G3	P05	G03	1384	1015624759	2
LFQ intensity 525_S322-1015923937-P5-G4	P05	G04	1385	1015923937	3
LFQ intensity 525_S322-1015624712-P5-G5	P05	G05	1386	1015624712	2
LFQ intensity 525_S322-1015907964-P5-G6	P05	G06	1387	1015907964	2
LFQ intensity 525_S322-1015628748-P5-G7	P05	G07	1388	1015628748	1
LFQ intensity 525_S322-1015628662-P5-G8	P05	G08	1389	1015628662	3
LFQ intensity 525_S322-1015903230-P5-G9	P05	G09	1390	1015903230	1
LFQ intensity 525_S322-1014402168-P5-G10	P05	G10	1391	1014402168	2
LFQ intensity 525_S322-1014402100-P5-G11	P05	G11	1392	1014402100	1
LFQ intensity 525_S322-1015922910-P5-G12	P05	G12	1393	1015922910	4
LFQ intensity 525_S322-1015628732-P5-H1	P05	H01	1394	1015628732	3
LFQ intensity 525_S322-1015922830-P5-H2	P05	H02	1395	1015922830	2
LFQ intensity 525_S322-1015631645-P5-H3	P05	H03	1396	1015631645	1
LFQ intensity 525_S322-1015624830-P5-H4	P05	H04	1397	1015624830	1
LFQ intensity 525_S322-1014401652-P5-H5	P05	H05	1398	1014401652	3
LFQ intensity 525_S322-1014395948-P5-H6	P05	H06	1399	1014395948	3
LFQ intensity 525_S322-1015922888-P5-H7	P05	H07	1400	1015922888	3
